region,product_name,total_quantity,total_revenue,profit_margin,profit_margin_percentage
Alaska,Fabrikam SLR Camera M148 Silver Grey,7,2324.00,1255.24,54.01
Alaska,Fabrikam Refrigerator 9.7CuFt M5600 Silver,6,2958.00,1597.74,54.01
Alaska,Fabrikam Business Videographer 2/3'' 17mm M280 Black,4,3400.00,1836.48,54.01
Alaska,"Adventure Works 19"" Portable LCD HDTV M110 Black",3,839.97,453.69,54.01
Alaska,Litware Microwave 1.6CuFt M125 Blue,3,539.97,291.66,54.01
Alaska,NT Wireless Bluetooth Stereo Headphones M402 Red,2,199.98,108.02,54.01
Alaska,MGS Zoo Tycoon 2: Marine Mania Expansion Pack M270,3,210.39,113.64,54.01
Alaska,Proseware Chandelier M0815 Blue,5,1342.50,725.15,54.01
Alaska,Fabrikam Laptop15 M5000 White,7,4893.00,2642.92,54.01
Alaska,"Fabrikam SLR Camera 35"" M358 Blue",3,984.00,531.48,54.01
Alaska,Contoso 4GB Flash MP3 Player E401 Blue,2,155.36,83.92,54.01
Alaska,"Adventure Works 37"" 1080p LCD HDTV M150W Black",2,2199.98,1188.28,54.01
Alaska,Contoso 16GB Mp5 Player M1600 Black,3,599.70,323.91,54.01
Alaska,WWI Desktop PC2.30 M2300 Black,2,1118.00,603.88,54.01
Alaska,MGS Age of Mythology: Gold Edition M310,6,478.80,258.60,54.01
Alaska,The Phone Company Smart phones Unlocked International M800 Pink,1,310.00,167.44,54.01
Alaska,Litware Chandelier M8015 Grey,1,268.50,145.03,54.01
Alaska,Fabrikam Microwave 2.2CuFt M1250 White,7,1399.93,756.14,54.01
Alaska,Fabrikam Coffee Maker Auto 10C M100 White,5,3729.95,2014.70,54.01
Alaska,WWI Wireless Bluetooth Stereo Headphones M270 Black,1,115.00,62.12,54.01
Alaska,Contoso 4-Line Corded Cordless Telephone M203 Black,7,230.93,124.74,54.01
Alaska,WWI Laptop15.4W M0156 Black,6,4548.00,2456.52,54.01
Alaska,Contoso Water Heater 4.3GPM M1250 Green,7,6142.50,3317.79,54.01
Alaska,The Phone Company Touch Screen Phones - CRT M11 Grey,2,378.00,204.18,54.01
Alaska,Fabrikam Microwave 2.2CuFt M1250 Blue,3,599.97,324.06,54.01
Alaska,Litware Microwave 2.2CuFt M125 Silver,1,199.99,108.02,54.01
Alaska,Contoso Air conditioner 10000BTU M0490 Grey,3,1289.97,696.75,54.01
Alaska,WWI Projector 720p DLP56 White,1,999.00,539.60,54.01
Alaska,Contoso 2-Line Corded Cordless Telephone M202 White,7,202.93,109.62,54.01
Alaska,WWI 2GB Spy Video Recorder Pen M300 Black,15,2715.00,1466.40,54.01
Alaska,MGS Rise of Nations: Rise of Legends M290,9,631.17,340.92,54.01
Alaska,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,7,1806.00,975.45,54.01
Alaska,"Fabrikam SLR Camera 35"" M358 Silver",3,984.00,531.48,54.01
Alaska,NT Bluetooth Active Headphones E202 White,6,227.70,123.00,54.01
Alaska,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,2,1200.00,648.16,54.01
Alaska,WWI Screen 106in M1609 Black,1,251.00,135.57,54.01
Alaska,A. Datum Point Shoot Digital Camera M500 Silver Grey,2,396.00,213.90,54.01
Alaska,WWI 2GB Spy Video Recorder Pen M300 Blue,3,543.00,293.28,54.01
Alaska,Contoso Water Heater 4.3GPM M1250 Red,5,4387.50,2369.85,54.01
Alaska,WWI Desktop PC2.30 M2300 Brown,25,13975.00,7548.50,54.01
Alaska,Contoso Touch Screen Phones - CRT M11 Black,3,567.00,306.27,54.01
Alaska,WWI Stereo Bluetooth Headphones New Generation M370 Black,24,3191.76,1723.92,54.01
Alaska,"Adventure Works 20"" LCD HDTV M120 Silver",5,1749.75,945.10,54.01
Alaska,WWI Laptop16 M0160 Black,6,3594.00,1941.24,54.01
Alaska,Contoso Conversion Lens M550 Silver,2,410.00,221.46,54.01
Alaska,WWI Projector 720p LCD56 Silver,1,699.00,377.56,54.01
Alaska,MGS Shadow-run M230,1,70.13,37.88,54.01
Alaska,WWI Desktop PC3.0 M0300 Silver,12,4188.00,2262.12,54.01
Alaska,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,3,1965.00,1061.37,54.01
Alaska,WWI Stereo Bluetooth Headphones New Generation M370 Orange,8,1063.92,574.64,54.01
Alaska,Contoso Touch Screen Phones Infrared M901 Black,3,900.00,486.12,54.01
Alaska,WWI LCD20 M220 White,7,1813.00,979.23,54.01
Alaska,"Adventure Works 32"" LCD HDTV M130 Brown",3,1499.97,810.18,54.01
Alaska,WWI Wireless Bluetooth Stereo Headphones M270 Pink,8,920.00,496.96,54.01
Alaska,Contoso Expandable 2-Handset Cordless Phone System M205 Black,1,40.19,21.71,54.01
Alaska,The Phone Company Touch Screen Phones Infrared M901 Gold,1,300.00,162.04,54.01
Alaska,Contoso Screen 113in M251 Black,7,2093.00,1130.50,54.01
Alaska,WWI LCD20 M220 Black,4,1036.00,559.56,54.01
Alaska,"Adventure Works 26"" 720p LCD HDTV M140 White",8,3759.76,2030.80,54.01
Alaska,WWI 2GB Pulse Smart pen M100 Black,15,2999.25,1620.00,54.01
Alaska,Contoso DVD 12-Inch Player Portable M400 Black,6,1079.94,583.32,54.01
Alaska,The Phone Company PDA Phone 3.5 inches M320 Silver,1,299.00,161.50,54.01
Alaska,Adventure Works Desktop PC2.30 MD230 White,7,4193.00,2264.78,54.01
Alaska,WWI Chandelier M615 Blue,7,1609.93,869.61,54.01
Alaska,MGS Zoo Tycoon 2: African Adventure M280,4,280.52,151.52,54.01
Alaska,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,6,1608.00,868.56,54.01
Alaska,The Phone Company Microsoft Windows Mobile M200 Grey,1,229.00,123.69,54.01
Alaska,The Phone Company Smart phones Expert M400 Grey,5,1500.00,810.20,54.01
Alaska,Contoso SLR Camera M142 Black,4,1256.00,678.40,54.01
Alaska,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,3,714.00,385.65,54.01
Alaska,Contoso Lens Adapter M450 Grey,9,612.00,330.57,54.01
Alaska,The Phone Company Microsoft Windows Mobile M200 White,8,1832.00,989.52,54.01
Alaska,Contoso 2-Line Corded Cordless Telephone M202 Black,5,144.95,78.30,54.01
Alaska,The Phone Company Smart phones 160x160 M26 Gold,6,1248.00,674.10,54.01
Alaska,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,6,726.00,392.16,54.01
Alaska,The Phone Company PDA Palm 3.5 inch M810 Black,8,2240.00,1209.92,54.01
Alaska,The Phone Company Microsoft Windows Mobile M200 Gold,4,916.00,494.76,54.01
Alaska,The Phone Company Smart phones -320 x 320 M86 Black,8,2304.00,1244.48,54.01
Alaska,"Adventure Works 32"" LCD HDTV M130 Silver",1,499.99,270.06,54.01
Alaska,The Phone Company Smart phones 320 x 320 M86 Grey,6,1728.00,933.36,54.01
Alaska,Contoso Hybrid system M60 Grey,6,173.94,93.96,54.01
Alaska,The Phone Company Touch Screen Phones - CRT M11 Black,6,1134.00,612.54,54.01
Alaska,Proseware LCD20 M200 Black,8,2072.00,1119.12,54.01
Alaska,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",18,4824.00,2605.68,54.01
Alaska,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,2,1240.00,669.76,54.01
Alaska,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,4,1072.00,579.04,54.01
Alaska,A. Datum Point Shoot Digital Camera M500 Silver,2,396.00,213.90,54.01
Alaska,Adventure Works Laptop16 M1601 Blue,5,2995.00,1617.70,54.01
Alaska,Proseware Screen 106in M1609 Black,4,1004.00,542.28,54.01
Alaska,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,1,190.00,102.63,54.01
Alaska,"Adventure Works 32"" LCD HDTV M130 White",1,499.99,270.06,54.01
Alaska,Contoso Home Theater System 5.1 Channel M1510 Black,3,1467.00,792.39,54.01
Alaska,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,3,363.00,196.08,54.01
Alaska,WWI 2GB Spy Video Recorder Pen M300 White,7,1267.00,684.32,54.01
Alaska,"A. Datum SLR Camera 35"" M358 Gold",2,676.00,365.14,54.01
Alaska,"Adventure Works 20"" LCD HDTV M120 Black",2,699.90,378.04,54.01
Alaska,NT Washer & Dryer 25.5in M2550 Blue,1,1989.90,1074.82,54.01
Alaska,SV 16xDVD M360 Black,4,507.60,274.16,54.01
Alaska,A. Datum Bridge Digital Camera M300 Green,2,373.80,201.90,54.01
Alaska,Contoso DVD 9-Inch Player Portable M300 White,3,479.97,259.26,54.01
Alaska,SV 160GB USB2.0 Portable Hard Disk M65 Grey,3,287.70,155.40,54.01
Alaska,WWI LCD19W M100 Black,2,358.00,193.36,54.01
Alaska,Adventure Works Desktop PC2.30 MD230 Silver,14,8386.00,4529.56,54.01
Alaska,WWI Desktop PC2.30 M2300 White,3,1677.00,905.82,54.01
Alaska,NT Wireless Bluetooth Stereo Headphones E102 Blue,12,575.40,310.80,54.01
Alaska,Proseware Chandelier M0815 Black,1,268.50,145.03,54.01
Alaska,A. Datum SLR-like Digital Camera M400 Black,1,196.90,106.35,54.01
Alaska,Contoso Electronic Private Automatic Branch Exchange M90 Black,1,39.99,21.60,54.01
Alaska,Proseware Wireless Photo All-in-One Printer M390 White,10,1880.00,1015.50,54.01
Alaska,The Phone Company Touch Screen Phones Infrared M901 Grey,8,2400.00,1296.32,54.01
Alaska,Adventure Works LCD19W M100 White,3,537.00,290.04,54.01
Alaska,WWI 2GB Spy Video Recorder Pen M300 Purple,11,1991.00,1075.36,54.01
Alaska,NT Wireless Bluetooth Stereo Headphones E102 Black,9,431.55,233.10,54.01
Alaska,NT Wireless Bluetooth Stereo Headphones M402 Green,1,99.99,54.01,54.01
Alaska,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,8,2064.00,1114.80,54.01
Alaska,Contoso Touch Screen Phones SAW/On-wall M806 Black,1,293.00,158.26,54.01
Alaska,MGS Flight Simulator X Acceleration Expansion Pack M200,2,140.26,75.76,54.01
Alaska,The Phone Company Touch Screen Phones Capacitive M908 Gold,2,616.00,332.72,54.01
Alaska,Contoso 16GB Mp5 Player M1600 Red,3,599.70,323.91,54.01
Alaska,WWI Wireless Bluetooth Stereo Headphones M170 Pink,9,1080.00,583.38,54.01
Alaska,Proseware Laptop15 M510 Black,4,2796.00,1510.24,54.01
Alaska,"Fabrikam Business Videographer 1/2"" 3mm M500 Blue",2,1756.00,948.48,54.01
Alaska,Contoso USB 2.0 Dock Station docking station M800 White,1,29.90,16.15,54.01
Alaska,Contoso Water Heater 4.0GPM M1250 Blue,2,1582.00,854.50,54.01
Alaska,Fabrikam Refrigerator 19CuFt M7600 Blue,3,2697.00,1456.74,54.01
Alaska,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,4,952.00,514.20,54.01
Alaska,Contoso 8GB Super-Slim MP3/Video Player M800 Red,2,219.90,118.78,54.01
Alaska,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,6,1734.00,936.60,54.01
Alaska,Fabrikam Laptop17W M7080 Black,1,879.90,475.27,54.01
Alaska,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,1,860.00,464.52,54.01
Alaska,Fabrikam Business Videographer 1'' 25mm M600 White,7,6230.00,3365.04,54.01
Alaska,Contoso Water Heater 4.0GPM M1250 Silver,2,1582.00,854.50,54.01
Alaska,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",2,460.00,248.46,54.01
Alaska,The Phone Company PDA Wifi 3.5-inch M200 Black,1,280.00,151.24,54.01
Alaska,WWI Stereo Bluetooth Headphones New Generation M370 White,6,797.94,430.98,54.01
Alaska,The Phone Company Touch Screen Phones SAW/On-wall M806 Gold,6,1758.00,949.56,54.01
Alaska,Fabrikam Refrigerator 19CuFt M7600 Orange,5,4495.00,2427.90,54.01
Alaska,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey,7,4585.00,2476.53,54.01
Alaska,WWI Stereo Bluetooth Headphones New Generation M370 Blue,2,265.98,143.66,54.01
Alaska,Contoso Digital Camera Accessory kit M200 Blue,2,47.80,25.82,54.01
Alaska,WWI 2GB Spy Video Recorder Pen M300 Silver,23,4163.00,2248.48,54.01
Alaska,The Phone Company Smart phones 6-LINE SCREEN M21 Black,5,1150.00,621.15,54.01
Alaska,The Phone Company PDA Palm 3.7 inch M830 Black,12,3588.00,1938.00,54.01
Alaska,The Phone Company PDA Wifi 3.7-inch M250 Black,7,2170.00,1172.08,54.01
Alaska,"Fabrikam SLR Camera 35"" M358 Pink",1,328.00,177.16,54.01
Alaska,Fabrikam SLR Camera M148 Gold,8,2656.00,1434.56,54.01
Alaska,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,3,867.00,468.30,54.01
Alaska,A. Datum Consumer Digital Camera M300 Grey,3,553.50,298.98,54.01
Alaska,The Phone Company PDA Wifi 3.5-inch M200 White,2,560.00,302.48,54.01
Alaska,The Phone Company Smart phones 8 GB of Memory M400 White,3,807.00,435.90,54.01
Alaska,The Phone Company Smart phones 8 GB of Memory M400 Gold,1,269.00,145.30,54.01
Alaska,The Phone Company Smart phones 4 GB of Memory M300 Grey,3,717.00,387.27,54.01
Alaska,"Fabrikam SLR Camera 35"" M358 Silver Grey",2,656.00,354.32,54.01
Alaska,Litware Home Theater System 5.1 Channel M512 Black,4,2796.00,1510.24,54.01
Alaska,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,1,299.00,161.50,54.01
Alaska,WWI Screen 100in M1609 White,3,570.00,307.89,54.01
Alaska,The Phone Company PDA Wifi 3.7-inch M250 White,3,930.00,502.32,54.01
Alaska,The Phone Company Smart phones Unlocked International M800 Grey,1,310.00,167.44,54.01
Alaska,The Phone Company PDA Handheld 3.5 inch M610 Silver,1,255.00,137.73,54.01
Alaska,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,2,460.00,248.46,54.01
Alaska,Litware Refrigerator 19CuFt M760 Red,3,2697.00,1456.74,54.01
Alaska,Litware Washer & Dryer 24in M260 Silver,8,14544.00,7855.76,54.01
Alaska,The Phone Company PDA Phone 3.7 inches M340 Silver,3,990.00,534.72,54.01
Alaska,The Phone Company Touch Screen Phones Infrared M901 Black,1,300.00,162.04,54.01
Alaska,The Phone Company Smart phones 320 x 320 M86 White,4,1152.00,622.24,54.01
Alaska,MGS Combat Flight Simulator 2 M400,6,440.34,237.84,54.01
Alaska,The Phone Company Pen Touch Screen Phones M320 Gold,13,3770.00,2036.32,54.01
Alaska,The Phone Company Touch Screen Phones Capacitive M908 Grey,11,3388.00,1829.96,54.01
Alaska,WWI Wireless Bluetooth Stereo Headphones M170 Black,1,120.00,64.82,54.01
Alaska,WWI Wireless Bluetooth Stereo Headphones M270 Silver,10,1150.00,621.20,54.01
Alaska,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",6,1740.00,939.84,54.01
Alaska,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,4,1196.00,646.00,54.01
Alaska,WWI Desktop PC2.30 M2300 Silver,1,559.00,301.94,54.01
Alaska,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,5,664.95,359.15,54.01
Alaska,The Phone Company Smart phones Unlocked M300 Black,1,267.00,144.22,54.01
Alaska,WWI 2GB Pulse Smart pen M100 Blue,9,1799.55,972.00,54.01
Alaska,WWI Desktop PC3.0 M0300 Black,8,2792.00,1508.08,54.01
Alaska,WWI 2GB Pulse Smart pen M100 White,10,1999.50,1080.00,54.01
Alaska,The Phone Company Smart phones Expert M400 Gold,10,3000.00,1620.40,54.01
Alaska,The Phone Company Finger Touch Screen Phones M30 Black,2,398.00,214.98,54.01
Alaska,WWI Wireless Bluetooth Stereo Headphones M170 Silver,1,120.00,64.82,54.01
Alaska,The Phone Company Smart phones 8 GB of Memory M400 Black,5,1345.00,726.50,54.01
Alaska,The Phone Company Pen Touch Screen Phones M320 Grey,5,1450.00,783.20,54.01
Alaska,The Phone Company PDA Palm 3.7 inch M830 White,3,897.00,484.50,54.01
Alaska,The Phone Company Touch Screen Phones - LCD M12 Gold,5,1000.00,540.15,54.01
Alaska,The Phone Company Smart phones 8 GB of Memory M400 Pink,6,1614.00,871.80,54.01
Alaska,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",2,460.00,248.46,54.01
Alaska,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,3,714.00,385.65,54.01
Alaska,The Phone Company Smart phones Expert M400 White,1,300.00,162.04,54.01
Alaska,The Phone Company PDA Wifi 3.5-inch M200 Silver,4,1120.00,604.96,54.01
Alaska,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",3,804.00,434.28,54.01
Alaska,The Phone Company PDA Wifi 3.7-inch M250 Silver,14,4340.00,2344.16,54.01
Alaska,The Phone Company Touch Screen Phones Capacitive M908 Black,9,2772.00,1497.24,54.01
Alaska,The Phone Company Smart phones 8 GB of Memory M400 Grey,1,269.00,145.30,54.01
Alaska,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,1,293.00,158.26,54.01
Alaska,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",6,1608.00,868.56,54.01
Alaska,MGS Gears of War 2008 M450,2,68.00,36.72,54.00
Alaska,Contoso DVD External DVD Burner M200 Blue,9,520.92,281.34,54.00
Alaska,SV DVD Player M120 White,16,943.84,509.76,54.00
Alaska,Contoso Expandable 4-Handset Cordless Phone System M206 Black,7,306.67,165.62,54.00
Alaska,Contoso USB Cable M250 White,3,75.00,40.50,54.00
Alaska,MGS King& Myths: The Age Collection M340,3,217.35,117.39,54.00
Alaska,NT Wireless Bluetooth Stereo Headphones E302 Pink,2,81.10,43.80,54.00
Alaska,Contoso 4-Line Expandable Cordless Phone System M900 White,3,66.00,35.64,54.00
Alaska,SV DVD Player M100 Black,3,170.97,92.34,54.00
Alaska,Contoso DVD Player M100 Black,12,683.88,369.36,54.00
Alaska,Contoso 4-Line Expandable Cordless Phone System M900 Black,13,286.00,154.44,54.00
Alaska,SV DVD Player M130 Grey,7,419.93,226.80,54.00
Alaska,Contoso USB Cable M250 Black,2,50.00,27.00,54.00
Alaska,MGS Age of Mythology: The Titans Expansion M350,5,362.25,195.65,54.00
Alaska,Contoso DVD Player M110 Silver,14,811.86,438.48,54.00
Alaska,Contoso Expandable1-Handset Cordless Phone System M207 Black,3,142.32,76.86,54.00
Alaska,Contoso DVD External DVD Burner M200 Grey,2,115.76,62.52,54.00
Alaska,NT Wireless Bluetooth Stereo Headphones E302 Silver,1,40.55,21.90,54.00
Alaska,SV DVD External DVD Burner M200 Blue,11,636.68,343.86,54.00
Alaska,SV DVD External DVD Burner M200 Black,1,57.88,31.26,54.00
Alaska,Contoso DVD Player M120 White,2,117.98,63.72,54.00
Alaska,Contoso Expandable 4-Handset Cordless Phone System M206 White,4,175.24,94.64,54.00
Alaska,Contoso DVD Player M130 Grey,9,539.91,291.60,54.00
Alaska,Contoso Laptop Starter Bundle M200 Black,4,66.00,35.64,54.00
Alaska,Contoso DVD Player M140 Gold,15,914.85,494.10,54.00
Alaska,NT Wireless Bluetooth Stereo Headphones E302 White,5,202.75,109.50,54.00
Alaska,Contoso Wireless Laser Mouse M55 Grey,3,209.97,113.40,54.00
Alaska,Litware 3-Speed Oscillating Blower Fan M115 White,2,147.98,79.92,54.00
Alaska,SV 16xDVD M330 Silver,7,763.00,412.09,54.00
Alaska,SV DVD Player M140 Gold,6,365.94,197.64,54.00
Alaska,Contoso DVD External DVD Burner M200 Black,12,694.56,375.12,54.00
Alaska,NT Wireless Bluetooth Stereo Headphones E302 Yellow,4,162.20,87.60,54.00
Alaska,Contoso USB Cable M250 Blue,3,75.00,40.50,54.00
Alaska,SV DVD Player M110 Silver,5,289.95,156.60,54.00
Alaska,MGS Hand Games men M300 Black,7,48.23,26.04,53.99
Alaska,Contoso DVD 58 DVD Storage Binder M55 Black,7,97.23,52.50,53.99
Alaska,SV DVD 58 DVD Storage Binder M55 Red,10,138.90,75.00,53.99
Alaska,Contoso DVD 58 DVD Storage Binder M55 Red,7,97.23,52.50,53.99
Alaska,SV DVD 58 DVD Storage Binder M55 Black,4,55.56,30.00,53.99
Alaska,SV DVD 58 DVD Storage Binder M55 Silver,12,166.68,90.00,53.99
Alaska,MGS Hand Games men M300 Red,8,55.12,29.76,53.99
Alaska,MGS Hand Games men M300 Yellow,2,13.78,7.44,53.99
Alaska,Contoso DVD 58 DVD Storage Binder M55 Silver,4,55.56,30.00,53.99
Alaska,SV USB Sync Charge Cable E700 Silver,1,1.99,0.98,49.24
Alaska,MGS Hand Games for kids E300 Black,2,11.00,5.40,49.09
Alaska,MGS Hand Games for kids E300 Yellow,3,16.50,8.10,49.09
Alaska,MGS Hand Games for 12-16 boys E600 Yellow,1,4.99,2.45,49.09
Alaska,MGS Hand Games for 12-16 boys E600 Red,15,74.85,36.75,49.09
Alaska,MGS Hand Games for 12-16 boys E600 Silver,2,9.98,4.90,49.09
Alaska,MGS Hand Games for kids E300 Red,1,5.50,2.70,49.09
Alaska,SV Hand Games for students E40 Red,14,97.86,48.02,49.07
Alaska,MGS Hand Games for students E400 Red,7,48.93,24.01,49.07
Alaska,SV Hand Games for students E40 Silver,17,118.83,58.31,49.07
Alaska,MGS Hand Games for students E400 Silver,1,6.99,3.43,49.07
Alaska,SV Hand Games for students E40 Black,8,55.92,27.44,49.07
Alaska,MGS Hand Games for students E400 Black,1,6.99,3.43,49.07
Alaska,SV Hand Games for students E40 Yellow,7,48.93,24.01,49.07
Alaska,Contoso Lens Cap Keeper E314 Silver,2,13.90,6.82,49.06
Alaska,Contoso Lens Cap Keeper E314 Pink,5,34.75,17.05,49.06
Alaska,Contoso DVD 38 DVD Storage Binder E25 Black,10,99.90,49.00,49.04
Alaska,Contoso DVD 38 DVD Storage Binder E25 Red,9,89.91,44.10,49.04
Alaska,Headphone Adapter for Contoso Phone E130 Silver,3,29.97,14.70,49.04
Alaska,Contoso Touch Stylus Pen E150 Red,3,29.97,14.70,49.04
Alaska,Contoso Touch Stylus Pen E150 Silver,4,39.96,19.60,49.04
Alaska,Contoso Desktop Alternative Bundle E200 Grey,1,11.50,5.64,49.04
Alaska,Headphone Adapter for Contoso Phone E130 Black,6,59.94,29.40,49.04
Alaska,SV DVD 38 DVD Storage Binder E25 Red,15,149.85,73.50,49.04
Alaska,Contoso Phone with Memory Dialing-single line E88 Black,4,56.76,27.84,49.04
Alaska,SV DVD 38 DVD Storage Binder E25 Black,1,9.99,4.90,49.04
Alaska,Contoso Touch Stylus Pen E150 White,8,79.92,39.20,49.04
Alaska,Contoso Single-line phones E10 White,5,49.95,24.50,49.04
Alaska,Contoso Desktop Alternative Bundle E200 White,5,57.50,28.20,49.04
Alaska,Contoso Education Supplies Bundle E200 Black,5,67.50,33.10,49.03
Alaska,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,1,29.90,14.66,49.03
Alaska,Contoso General Soft Carrying Case E318 Black,3,44.97,22.05,49.03
Alaska,MGS Flight Simulator 2009 E168,3,96.00,47.07,49.03
Alaska,Contoso Dual Handset Cordless Phone System E20 Grey,4,51.96,25.48,49.03
Alaska,Contoso 512MB MP3 Player E51 Blue,1,12.99,6.37,49.03
Alaska,MGS MechWarrior4: Mercenaries2009 E157,1,32.00,15.69,49.03
Alaska,MGS Train Simulator 2009 E174,5,160.00,78.45,49.03
Alaska,Contoso Phone Tough Skin Case E140 Black,3,71.16,34.89,49.03
Alaska,MGS Flight Simulator 2009 E179,8,256.00,125.52,49.03
Alaska,MGS Bicycle Card Games2009 E166,5,160.00,78.45,49.03
Alaska,Contoso USB Optical Mouse E200 Blue,3,46.50,22.80,49.03
Alaska,"MGS Age of Empires, 2009 E182",3,96.00,47.07,49.03
