region,product_name,total_sales,profit_margin
Connecticut,A. Datum Bridge Digital Camera M300 Green,1308.30,706.65
Hamburg,A. Datum Bridge Digital Camera M300 Green,560.70,302.85
Enna,A. Datum Compact Digital Camera M200 Azure,645.00,348.40
Online,A. Datum Compact Digital Camera M200 Azure,258.00,139.36
Nebraska,A. Datum Compact Digital Camera M200 Green,387.00,209.04
South Carolina,A. Datum Compact Digital Camera M200 Green,258.00,139.36
West Virginia,A. Datum Compact Digital Camera M200 Green,1032.00,557.44
Iowa,A. Datum Compact Digital Camera M200 Orange,258.00,139.36
Limousin,A. Datum Consumer Digital Camera E100 Black,2529.00,1239.66
Kansas,A. Datum Consumer Digital Camera E100 Green,281.00,137.74
West Virginia,A. Datum Consumer Digital Camera E100 Green,562.00,275.48
Northwest Territories,A. Datum Consumer Digital Camera E100 Orange,281.00,137.74
Hamburg,A. Datum Consumer Digital Camera M300 Azure,184.50,99.66
Caltanissetta,A. Datum Consumer Digital Camera M300 Grey,738.00,398.64
Kansas,A. Datum Consumer Digital Camera M300 Grey,553.50,298.98
South Dakota,A. Datum Full Frame Digital Camera X300 Grey,693.00,463.41
Belfast,A. Datum Full Frame Digital Camera X300 Orange,231.00,154.47
Newfoundland and Labrador,A. Datum Full Frame Digital Camera X300 Orange,231.00,154.47
Franche-Comté,A. Datum Full Frame Digital Camera X300 Pink,462.00,308.94
Berlin,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,536.00,358.42
Idaho,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,536.00,358.42
Victoria,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,1608.00,1075.26
Maine,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,268.00,179.21
South Dakota,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,536.00,358.42
Online,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,268.00,179.21
Hamburg,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,268.00,179.21
Nevada,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,804.00,537.63
Northwest Territories,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,536.00,358.42
Fermanagh,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,536.00,358.42
Brandenburg,A. Datum Point n' Shoot Digital Camera M500 Azure,396.00,213.90
Fermanagh,A. Datum Point n' Shoot Digital Camera M500 Azure,990.00,534.75
Nevada,A. Datum Point Shoot Digital Camera M500 Pink,594.00,320.85
Alaska,A. Datum Point Shoot Digital Camera M500 Silver,396.00,213.90
North Down,A. Datum Point Shoot Digital Camera M500 Silver Grey,198.00,106.95
Freistaat Thüringen,A. Datum Rangefinder Digital Camera X200 Green,600.00,401.22
Wyoming,A. Datum Rangefinder Digital Camera X200 Green,200.00,133.74
Online,A. Datum Rangefinder Digital Camera X200 Grey,800.00,534.96
Nebraska,A. Datum Rangefinder Digital Camera X200 Pink,1400.00,936.18
New Mexico,A. Datum Rangefinder Digital Camera X200 Silver,600.00,401.22
West Virginia,A. Datum Rangefinder Digital Camera X200 Silver,2200.00,1471.14
Utah,A. Datum Slim Digital Camera M180 Azure,148.00,79.94
Wyoming,A. Datum Slim Digital Camera M180 Black,296.00,159.88
Caltanissetta,A. Datum Advanced Digital Camera M300 Black,1508.00,814.56
Freistaat Thüringen,A. Datum Advanced Digital Camera M300 Green,942.50,509.10
Enna,A. Datum Advanced Digital Camera M300 Grey,188.50,101.82
Online,A. Datum Advanced Digital Camera M300 Orange,1885.00,1018.20
New Hampshire,A. Datum Advanced Digital Camera M300 Pink,188.50,101.82
Oregon,A. Datum All in One Digital Camera M200 Azure,376.00,203.10
South Carolina,A. Datum All in One Digital Camera M200 Green,752.00,406.20
Washington DC,A. Datum All in One Digital Camera M200 Grey,752.00,406.20
Enna,A. Datum All in One Digital Camera M200 Pink,188.00,101.55
Online,A. Datum All in One Digital Camera M200 Pink,3948.00,2132.55
Hamburg,A. Datum Bridge Digital Camera M300 Azure,186.90,100.95
Brandenburg,A. Datum Bridge Digital Camera M300 Green,560.70,302.85
Belfast,A. Datum Bridge Digital Camera M300 Grey,560.70,302.85
Kansas,A. Datum Bridge Digital Camera M300 Orange,1869.00,1009.50
Newfoundland and Labrador,A. Datum Bridge Digital Camera M300 Orange,934.50,504.75
Online,A. Datum Bridge Digital Camera M300 Orange,1121.40,605.70
Pesaro,A. Datum Bridge Digital Camera M300 Orange,186.90,100.95
Kansas,A. Datum Bridge Digital Camera M300 Silver,186.90,100.95
Hawaii,A. Datum Compact Digital Camera M200 Black,258.00,139.36
Online,A. Datum Compact Digital Camera M200 Black,387.00,209.04
Idaho,A. Datum Compact Digital Camera M200 Green,129.00,69.68
Oregon,A. Datum Compact Digital Camera M200 Green,129.00,69.68
Online,A. Datum Compact Digital Camera M200 Grey,1032.00,557.44
Washington DC,A. Datum Compact Digital Camera M200 Grey,129.00,69.68
Hamburg,A. Datum Compact Digital Camera M200 Orange,1290.00,696.80
Washington DC,A. Datum Compact Digital Camera M200 Pink,387.00,209.04
Online,A. Datum Consumer Digital Camera E100 Azure,2810.00,1377.40
South Carolina,A. Datum Consumer Digital Camera E100 Azure,562.00,275.48
Enna,A. Datum Consumer Digital Camera E100 Black,281.00,137.74
Newfoundland and Labrador,A. Datum Consumer Digital Camera E100 Black,281.00,137.74
Pesaro,A. Datum Consumer Digital Camera E100 Black,562.00,275.48
Utah,A. Datum Consumer Digital Camera E100 Black,562.00,275.48
Alaska,A. Datum Consumer Digital Camera E100 Green,1405.00,688.70
Limousin,A. Datum Consumer Digital Camera E100 Green,2248.00,1101.92
Iowa,A. Datum Consumer Digital Camera E100 Grey,1405.00,688.70
Victoria,A. Datum Consumer Digital Camera E100 Grey,281.00,137.74
Online,A. Datum Consumer Digital Camera E100 Orange,3934.00,1928.36
Pesaro,A. Datum Consumer Digital Camera E100 Orange,1686.00,826.44
Blaenau Gwent,A. Datum Consumer Digital Camera E100 Silver,843.00,413.22
Corse,A. Datum Consumer Digital Camera E100 Silver,1124.00,550.96
Nebraska,A. Datum Consumer Digital Camera E100 Silver,281.00,137.74
Maine,A. Datum Consumer Digital Camera M300 Azure,369.00,199.32
Online,A. Datum Consumer Digital Camera M300 Azure,3321.00,1793.88
Enna,A. Datum Consumer Digital Camera M300 Green,1476.00,797.28
Kansas,A. Datum Consumer Digital Camera M300 Green,922.50,498.30
Washington DC,A. Datum Consumer Digital Camera M300 Green,553.50,298.98
Alaska,A. Datum Consumer Digital Camera M300 Grey,553.50,298.98
Montana,A. Datum Consumer Digital Camera M300 Grey,369.00,199.32
Flevoland,A. Datum Consumer Digital Camera M300 Silver,369.00,199.32
Nebraska,A. Datum Consumer Digital Camera M300 Silver,553.50,298.98
Armagh,A. Datum Full Frame Digital Camera X300 Black,2310.00,1544.70
Idaho,A. Datum Full Frame Digital Camera X300 Orange,462.00,308.94
Australian Capital Territory,A. Datum Full Frame Digital Camera X300 Silver Grey,693.00,463.41
New Hampshire,A. Datum Full Frame Digital Camera X300 Silver Grey,231.00,154.47
Northwest Territories,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,1340.00,896.05
Enna,A. Datum Advanced Digital Camera M300 Azure,754.00,407.28
West Virginia,A. Datum Advanced Digital Camera M300 Azure,1319.50,712.74
Friesland,A. Datum Advanced Digital Camera M300 Green,377.00,203.64
Armagh,A. Datum Advanced Digital Camera M300 Orange,1131.00,610.92
Iowa,A. Datum Advanced Digital Camera M300 Orange,565.50,305.46
Idaho,A. Datum Advanced Digital Camera M300 Silver,942.50,509.10
Wyoming,A. Datum Advanced Digital Camera M300 Silver,565.50,305.46
Arkansas,A. Datum All in One Digital Camera M200 Azure,1316.00,710.85
La Réunion,A. Datum All in One Digital Camera M200 Azure,376.00,203.10
Online,A. Datum All in One Digital Camera M200 Azure,1504.00,812.40
Northwest Territories,A. Datum All in One Digital Camera M200 Green,752.00,406.20
Online,A. Datum All in One Digital Camera M200 Green,6204.00,3351.15
Online,A. Datum All in One Digital Camera M200 Orange,2632.00,1421.70
Newfoundland and Labrador,A. Datum All in One Digital Camera M200 Silver,376.00,203.10
Dungannon and South Tyrone,A. Datum Bridge Digital Camera M300 Azure,2616.60,1413.30
Online,A. Datum Bridge Digital Camera M300 Azure,1495.20,807.60
Wyoming,A. Datum Bridge Digital Camera M300 Azure,373.80,201.90
Idaho,A. Datum Bridge Digital Camera M300 Green,373.80,201.90
Hamburg,A. Datum Bridge Digital Camera M300 Pink,186.90,100.95
Online,A. Datum Bridge Digital Camera M300 Pink,2803.50,1514.25
West Virginia,A. Datum Bridge Digital Camera M300 Silver,560.70,302.85
Wyoming,A. Datum Bridge Digital Camera M300 Silver,1308.30,706.65
Nebraska,A. Datum Compact Digital Camera M200 Azure,645.00,348.40
Newfoundland and Labrador,A. Datum Compact Digital Camera M200 Azure,258.00,139.36
Arkansas,A. Datum Compact Digital Camera M200 Green,387.00,209.04
Brandenburg,A. Datum Compact Digital Camera M200 Orange,387.00,209.04
Nevada,A. Datum Compact Digital Camera M200 Silver,129.00,69.68
Arkansas,A. Datum Consumer Digital Camera E100 Azure,562.00,275.48
Blaenau Gwent,A. Datum Consumer Digital Camera E100 Grey,281.00,137.74
Online,A. Datum Consumer Digital Camera E100 Grey,2248.00,1101.92
Newfoundland and Labrador,A. Datum Consumer Digital Camera E100 Orange,843.00,413.22
Northwest Territories,A. Datum Consumer Digital Camera E100 Pink,562.00,275.48
Oregon,A. Datum Consumer Digital Camera E100 Pink,281.00,137.74
North Down,A. Datum Consumer Digital Camera E100 Silver,1124.00,550.96
Kansas,A. Datum Consumer Digital Camera M300 Azure,553.50,298.98
Nebraska,A. Datum Consumer Digital Camera M300 Azure,922.50,498.30
New Mexico,A. Datum Consumer Digital Camera M300 Black,1476.00,797.28
Connecticut,A. Datum Consumer Digital Camera M300 Green,553.50,298.98
Hamburg,A. Datum Consumer Digital Camera M300 Grey,553.50,298.98
South Dakota,A. Datum Consumer Digital Camera M300 Grey,922.50,498.30
Arkansas,A. Datum Consumer Digital Camera M300 Pink,1845.00,996.60
Online,A. Datum Consumer Digital Camera M300 Pink,738.00,398.64
South Carolina,A. Datum Consumer Digital Camera M300 Silver,184.50,99.66
Online,A. Datum Full Frame Digital Camera X300 Azure,1386.00,926.82
Arkansas,A. Datum Full Frame Digital Camera X300 Black,2310.00,1544.70
Online,A. Datum Full Frame Digital Camera X300 Black,5775.00,3861.75
Arkansas,A. Datum Full Frame Digital Camera X300 Orange,231.00,154.47
Iowa,A. Datum Full Frame Digital Camera X300 Pink,1617.00,1081.29
Dungannon and South Tyrone,A. Datum Full Frame Digital Camera X300 Silver,231.00,154.47
Pesaro,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,536.00,358.42
Wyoming,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,804.00,537.63
South Dakota,A. Datum Point n' Shoot Digital Camera M500 Azure,990.00,534.75
Hessen,A. Datum Point Shoot Digital Camera M500 Orange,990.00,534.75
Armagh,A. Datum Point n' Shoot Digital Camera M500 Grey,1188.00,641.70
Brandenburg,A. Datum Point Shoot Digital Camera M500 Green,1980.00,1069.50
Oregon,A. Datum Point Shoot Digital Camera M500 Green,396.00,213.90
Ayrshire,A. Datum Point Shoot Digital Camera M500 Orange,1188.00,641.70
Online,A. Datum Point Shoot Digital Camera M500 Orange,396.00,213.90
West Virginia,A. Datum Point Shoot Digital Camera M500 Orange,1386.00,748.65
Nunavut,A. Datum Point Shoot Digital Camera M500 Pink,792.00,427.80
West Virginia,A. Datum Point Shoot Digital Camera M500 Pink,1386.00,748.65
Wyoming,A. Datum Point Shoot Digital Camera M500 Pink,396.00,213.90
Nebraska,A. Datum Point Shoot Digital Camera M500 Silver,198.00,106.95
Victoria,A. Datum Rangefinder Digital Camera X200 Black,600.00,401.22
Berlin,A. Datum Rangefinder Digital Camera X200 Grey,600.00,401.22
Caltanissetta,A. Datum Rangefinder Digital Camera X200 Grey,200.00,133.74
Alaska,A. Datum Rangefinder Digital Camera X200 Orange,200.00,133.74
Nunavut,A. Datum Rangefinder Digital Camera X200 Orange,200.00,133.74
Alaska,A. Datum Rangefinder Digital Camera X200 Pink,200.00,133.74
Friesland,A. Datum Rangefinder Digital Camera X200 Pink,1800.00,1203.66
New Mexico,A. Datum Slim Digital Camera M180 Green,148.00,79.94
Fermanagh,A. Datum Slim Digital Camera M180 Orange,444.00,239.82
Martinique,A. Datum Slim Digital Camera M180 Silver,296.00,159.88
Pesaro,A. Datum Slim Digital Camera M180 Silver,148.00,79.94
Basse-Normandie,"A. Datum SLR Camera 35"" M358 Blue",676.00,365.14
Oregon,"A. Datum SLR Camera 35"" M358 Grey",4394.00,2373.41
Connecticut,"A. Datum SLR Camera 35"" M358 Pink",1014.00,547.71
Nunavut,"A. Datum SLR Camera 35"" M358 Pink",2028.00,1095.42
Victoria,"A. Datum SLR Camera 35"" M358 Silver",2028.00,1095.42
Western Australia,"A. Datum SLR Camera 35"" M358 Silver",676.00,365.14
Blaenau Gwent,"A. Datum SLR Camera 35"" X358 Blue",588.00,393.18
Nunavut,"A. Datum SLR Camera 35"" X358 Blue",1176.00,786.36
Wyoming,"A. Datum SLR Camera 35"" X358 Blue",1764.00,1179.54
Belfast,"A. Datum SLR Camera 35"" X358 Gold",588.00,393.18
Idaho,"A. Datum SLR Camera 35"" X358 Gold",588.00,393.18
New Mexico,"A. Datum SLR Camera 35"" X358 Gold",4704.00,3145.44
Tasmania,"A. Datum SLR Camera 35"" X358 Orange",588.00,393.18
Northwest Territories,"A. Datum SLR Camera 35"" X358 Silver",1764.00,1179.54
Ayrshire,"A. Datum SLR Camera 35"" X358 Silver Grey",4116.00,2752.26
Enna,"A. Datum SLR Camera 35"" X358 Silver Grey",3528.00,2359.08
Maine,A. Datum SLR Camera M135 Black,312.00,168.52
New Mexico,A. Datum SLR Camera M137 Grey,3120.00,1685.20
Arkansas,A. Datum SLR Camera M139 Gold,312.00,168.52
Online,A. Datum SLR Camera M139 Gold,1248.00,674.08
Utah,A. Datum SLR Camera M139 Gold,936.00,505.56
Australian Capital Territory,A. Datum SLR Camera M140 Pink,1248.00,674.08
West Virginia,A. Datum SLR Camera M141 Blue,1560.00,842.60
Enna,A. Datum SLR Camera M142 Orange,624.00,337.04
South Dakota,A. Datum SLR Camera X135 Black,1254.00,838.52
New Hampshire,A. Datum SLR Camera X137 Grey,2508.00,1677.04
Utah,A. Datum SLR Camera X138 Silver Grey,1881.00,1257.78
Wyoming,A. Datum SLR Camera X138 Silver Grey,5016.00,3354.08
Maine,A. Datum SLR Camera X139 Gold,627.00,419.26
Kansas,A. Datum SLR Camera X140 Pink,3762.00,2515.56
Online,A. Datum SLR Camera X141 Blue,2135.00,1427.65
Arkansas,A. Datum SLR-like Digital Camera M400 Grey,393.80,212.70
Online,A. Datum SLR-like Digital Camera M400 Grey,787.60,425.40
Nebraska,A. Datum SLR-like Digital Camera M400 Silver,196.90,106.35
Blaenau Gwent,A. Datum Super-zoom Digital Camera X300 Azure,1450.00,969.60
Martinique,A. Datum Super-zoom Digital Camera X300 Green,580.00,387.84
Utah,A. Datum Super-zoom Digital Camera X300 Grey,290.00,193.92
Arkansas,A. Datum Super-zoom Digital Camera X300 Pink,290.00,193.92
Utah,A. Datum Point Shoot Digital Camera M500 Silver Grey,1980.00,1069.50
Fermanagh,A. Datum Rangefinder Digital Camera X200 Azure,600.00,401.22
Oregon,A. Datum Rangefinder Digital Camera X200 Azure,600.00,401.22
Washington DC,A. Datum Rangefinder Digital Camera X200 Grey,200.00,133.74
Freie Hansestadt Bremen,A. Datum Rangefinder Digital Camera X200 Orange,1000.00,668.70
Armagh,A. Datum Rangefinder Digital Camera X200 Pink,200.00,133.74
Hawaii,A. Datum Rangefinder Digital Camera X200 Pink,1600.00,1069.92
Maine,A. Datum Rangefinder Digital Camera X200 Pink,600.00,401.22
New Hampshire,A. Datum Rangefinder Digital Camera X200 Silver,200.00,133.74
Newfoundland and Labrador,A. Datum Slim Digital Camera M180 Azure,296.00,159.88
Oregon,A. Datum Slim Digital Camera M180 Azure,444.00,239.82
South Carolina,A. Datum Slim Digital Camera M180 Azure,148.00,79.94
Hamburg,A. Datum Slim Digital Camera M180 Green,444.00,239.82
Groningen,A. Datum Slim Digital Camera M180 Grey,740.00,399.70
Brandenburg,A. Datum Slim Digital Camera M180 Pink,592.00,319.76
Online,"A. Datum SLR Camera 35"" M358 Blue",1690.00,912.85
Blaenau Gwent,"A. Datum SLR Camera 35"" M358 Grey",676.00,365.14
Tasmania,"A. Datum SLR Camera 35"" M358 Grey",1014.00,547.71
Washington DC,"A. Datum SLR Camera 35"" M358 Grey",1014.00,547.71
Wyoming,"A. Datum SLR Camera 35"" M358 Grey",1014.00,547.71
Franche-Comté,"A. Datum SLR Camera 35"" M358 Orange",338.00,182.57
Limousin,"A. Datum SLR Camera 35"" M358 Orange",338.00,182.57
Hessen,"A. Datum SLR Camera 35"" M358 Pink",1352.00,730.28
Nebraska,"A. Datum SLR Camera 35"" M358 Silver",1014.00,547.71
South Carolina,"A. Datum SLR Camera 35"" M358 Silver",3718.00,2008.27
Fermanagh,"A. Datum SLR Camera 35"" X358 Blue",1176.00,786.36
Online,"A. Datum SLR Camera 35"" X358 Grey",4704.00,3145.44
New Mexico,"A. Datum SLR Camera 35"" X358 Silver",588.00,393.18
Newfoundland and Labrador,"A. Datum SLR Camera 35"" X358 Silver",588.00,393.18
Maine,A. Datum SLR Camera M137 Grey,936.00,505.56
Freistaat Thüringen,A. Datum SLR Camera M139 Gold,2184.00,1179.64
Newfoundland and Labrador,A. Datum SLR Camera M139 Gold,312.00,168.52
Online,A. Datum SLR Camera M140 Pink,1872.00,1011.12
Hessen,A. Datum SLR Camera M141 Blue,312.00,168.52
Nunavut,A. Datum SLR Camera X135 Black,1881.00,1257.78
Caltanissetta,A. Datum SLR Camera X136 Silver,1708.00,1142.12
Sachsen-Anhalt,A. Datum SLR Camera X136 Silver,427.00,285.53
Armagh,A. Datum SLR Camera X137 Grey,627.00,419.26
Online,A. Datum SLR Camera X137 Grey,6270.00,4192.60
New Hampshire,A. Datum SLR Camera X138 Silver Grey,1881.00,1257.78
Armagh,A. Datum SLR Camera X139 Gold,4389.00,2934.82
Online,A. Datum SLR Camera X140 Pink,627.00,419.26
Alaska,A. Datum SLR-like Digital Camera M400 Black,196.90,106.35
Pesaro,A. Datum SLR-like Digital Camera M400 Grey,196.90,106.35
Freistaat Thüringen,A. Datum SLR-like Digital Camera M400 Orange,393.80,212.70
New Hampshire,A. Datum SLR-like Digital Camera M400 Pink,984.50,531.75
Arkansas,A. Datum SLR-like Digital Camera M400 Silver,984.50,531.75
Nebraska,A. Datum Super-zoom Digital Camera X300 Azure,290.00,193.92
Newfoundland and Labrador,A. Datum Super-zoom Digital Camera X300 Azure,290.00,193.92
